service_id,date,exception_type
52,20160523,1
55,20160523,1
59,20160523,1
60,20160523,1
63,20160523,1
64,20160523,1
66,20160523,1
101,20160523,1
107,20160523,1
111,20160523,1
121,20160523,1
9,20160524,1
10,20160524,1
12,20160524,1
15,20160524,1
17,20160524,1
18,20160524,1
19,20160524,1
20,20160524,1
21,20160524,1
39,20160524,1
40,20160524,1
42,20160524,1
45,20160524,1
47,20160524,1
58,20160524,1
59,20160524,1
60,20160524,1
63,20160524,1
66,20160524,1
67,20160524,1
68,20160524,1
77,20160524,1
92,20160524,1
100,20160524,1
101,20160524,1
121,20160524,1
5,20160525,1
10,20160525,1
12,20160525,1
15,20160525,1
17,20160525,1
18,20160525,1
19,20160525,1
20,20160525,1
21,20160525,1
39,20160525,1
40,20160525,1
42,20160525,1
46,20160525,1
50,20160525,1
52,20160525,1
59,20160525,1
63,20160525,1
64,20160525,1
67,20160525,1
68,20160525,1
77,20160525,1
87,20160525,1
88,20160525,1
92,20160525,1
100,20160525,1
101,20160525,1
107,20160525,1
9,20160526,1
10,20160526,1
12,20160526,1
15,20160526,1
17,20160526,1
18,20160526,1
19,20160526,1
20,20160526,1
21,20160526,1
39,20160526,1
40,20160526,1
42,20160526,1
47,20160526,1
50,20160526,1
54,20160526,1
58,20160526,1
63,20160526,1
64,20160526,1
65,20160526,1
66,20160526,1
67,20160526,1
77,20160526,1
92,20160526,1
100,20160526,1
101,20160526,1
107,20160526,1
121,20160526,1
6,20160527,1
9,20160527,1
10,20160527,1
12,20160527,1
15,20160527,1
17,20160527,1
18,20160527,1
19,20160527,1
20,20160527,1
21,20160527,1
38,20160527,1
39,20160527,1
42,20160527,1
46,20160527,1
47,20160527,1
55,20160527,1
56,20160527,1
59,20160527,1
60,20160527,1
64,20160527,1
66,20160527,1
68,20160527,1
77,20160527,1
88,20160527,1
92,20160527,1
101,20160527,1
111,20160527,1
4,20160528,1
6,20160528,1
15,20160528,1
18,20160528,1
21,20160528,1
24,20160528,1
26,20160528,1
42,20160528,1
71,20160528,1
87,20160528,1
111,20160528,1
118,20160528,1
13,20160529,1
22,20160529,1
42,20160529,1
44,20160529,1
108,20160529,1
117,20160529,1
118,20160529,1
9,20160530,1
11,20160530,1
12,20160530,1
17,20160530,1
18,20160530,1
19,20160530,1
20,20160530,1
21,20160530,1
35,20160530,1
37,20160530,1
40,20160530,1
42,20160530,1
46,20160530,1
52,20160530,1
55,20160530,1
59,20160530,1
60,20160530,1
63,20160530,1
64,20160530,1
66,20160530,1
101,20160530,1
107,20160530,1
111,20160530,1
121,20160530,1
9,20160531,1
10,20160531,1
12,20160531,1
15,20160531,1
17,20160531,1
18,20160531,1
19,20160531,1
20,20160531,1
21,20160531,1
39,20160531,1
40,20160531,1
42,20160531,1
45,20160531,1
47,20160531,1
58,20160531,1
59,20160531,1
60,20160531,1
63,20160531,1
66,20160531,1
67,20160531,1
68,20160531,1
77,20160531,1
92,20160531,1
100,20160531,1
101,20160531,1
121,20160531,1
