stop_id,stop_code,"stop_name","stop_desc",stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
51182009,14561,"Fermata 14561 - Caselle (Cirie/Ballarini)","",45.18999,7.63439,,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=14561&stoppingPointCtl:action:getTransits,0,
51219006,12383,"Fermata 12383 - Salto (v. Valli dell'Orco/v. Ruffatto)","",45.40841,7.63072,,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=12383&stoppingPointCtl:action:getTransits,0,
51220008,724,"Fermata 724 - ROVERETO","C.SEBASTOPOLI N.217",45.04702,7.63942,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=724&stoppingPointCtl:action:getTransits,0,
51236005,1665,"Fermata 1665 - FILADELFIA","V.GORIZIA / V.FILADELFIA",45.04406,7.64042,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=1665&stoppingPointCtl:action:getTransits,0,
51316006,2149,"Fermata 2149 - ZUMAGLIA","V.LESSONA PRIMA DI V. ZUMAGLIA",45.0832,7.64328,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=2149&stoppingPointCtl:action:getTransits,0,
50465032,972,"Fermata 972 - PROVANA","CORSO FRANCIA / VIA PROVANA COLLEGNO",45.07239,7.56744,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=972&stoppingPointCtl:action:getTransits,0,
50487019,2697,"Fermata 2697 - S.S. 24","V.PORTALUPI / S.S. N.24 BASSE DORA  COLLEGNO",45.09538,7.57046,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=2697&stoppingPointCtl:action:getTransits,0,
50503011,3479,"Fermata 3479 - COSTA N.3","Via Andrea Costa 12",45.06643,7.57324,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=3479&stoppingPointCtl:action:getTransits,0,
50569010,679,"Fermata 679 - L.DA VINCI","C.ALLAMANO / V.CUMIANA GRUGLIASCO",45.05195,7.58703,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=679&stoppingPointCtl:action:getTransits,0,
50594020,1962,"Fermata 1962 - CIMITERO GRUGLIASCO","C.TORINO FRONTE CIMITERO GRUGLIASCO",45.06419,7.59134,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=1962&stoppingPointCtl:action:getTransits,0,
50665022,347,"Fermata 347 - BERTANI","SVINCOLO C.ORBASSANO/V. BERTANI",45.03417,7.60572,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=347&stoppingPointCtl:action:getTransits,0,
