"#","arrivo","avg_penality","avg_score","btw","fascia_btwn","location","name","partenza","penality","peso","popolazione","popolazione_old","saturation_index","score"
"405","56 as bus_stop","[1.0,0.7999999999999999,1.0,1.0]","[0.00036623314743606,0.00036623314743606,0.00036623314743606,0.00036623314743606]","147.0","0","{43.75500000000011,16.895000000000437,0.0}","'wedge405'","59 as bus_stop","1.0","604","4","3","0","0.00085454401068413"
"406","397 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00102395798364775,0.00102395798364775,0.00102395798364775,0.00102395798364775]","411.0","0","{23.675000000000182,38.39500000000044,0.0}","'wedge406'","287 as bus_stop","1.0","639","9","11","0","0.00238923529517807"
"407","152 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00000249138195535,0.00000249138195535,0.00000249138195535,0.00000249138195535]","1.0","0","{85.63000000000011,54.11000000000058,0.0}","'wedge407'","359 as bus_stop","1.0","666","2","0","0","0.00000581322456248"
"408","33 as bus_stop","[0.7,1.0,1.0,0.9999999999999999]","[0.00293484794339914,0.00293484794339914,0.00293484794339914,0.00293484794339914]","1178.0","0","{61.4399999999996,27.539999999997235,0.0}","'wedge408'","142 as bus_stop","1.0","549","2","6","0","0.00684797853459798"
"409","40 as bus_stop","[0.7,1.0,0.9999999999999999,0.0]","[0.00029273737975331,0.00029273737975331,0.00029273737975331,0.00029273737975331]","117.5","0","{65.3100000000004,25.474999999998545,0.0}","'wedge409'","41 as bus_stop","1.0","1606","2","4","0","0.00068305388609105"
"410","14 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00032886241810585,0.00032886241810585,0.00032886241810585,0.00032886241810585]","132.0","0","{18.149999999999636,32.61000000000058,0.0}","'wedge410'","15 as bus_stop","1.0","545","5","2","0","0.00076734564224697"
"411","165 as bus_stop","[1.0,1.0,1.0,0.9999999999999999]","[0.00637544642373377,0.00637544642373377,0.00637544642373377,0.00637544642373377]","2559.0","1","{62.67500000000018,38.86499999999796,0.0}","'wedge411'","328 as bus_stop","1.0","926","8","18","0","0.0148760416553788"
"412","350 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00016816828198594,0.00016816828198594,0.00016816828198594,0.00016816828198594]","67.5","0","{28.8149999999996,49.68500000000131,0.0}","'wedge412'","119 as bus_stop","1.0","639","1","3","0","0.0003923926579672"
"413","234 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00131295829046803,0.00131295829046803,0.00131295829046803,0.00131295829046803]","527.0","0","{21.399999999999636,48.32500000000073,0.0}","'wedge413'","297 as bus_stop","1.0","556","8","8","0","0.00306356934442541"
"414","385 as bus_stop","[0.9999999999999999,1.0,0.7999999999999999,1.0]","[0.00005231902106229,0.00005231902106229,0.00005231902106229,0.00005231902106229]","21.0","0","{60.835000000000036,48.29999999999927,0.0}","'wedge414'","383 as bus_stop","1.0","242","2","3","0","0.00012207771581202"
"415","51 as bus_stop","[1.0,1.0,0.8999999999999999,1.0]","[0.00087447506632691,0.00087447506632691,0.00087447506632691,0.00087447506632691]","351.0","0","{27.465000000000146,16.68500000000131,0.0}","'wedge415'","53 as bus_stop","1.0","1007","8","8","0","0.00204044182142945"
"416","160 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00017315104589664,0.00017315104589664,0.00017315104589664,0.00017315104589664]","69.5","0","{52.55000000000018,28.75,0.0}","'wedge416'","79 as bus_stop","1.0","460","4","0","0","0.00040401910709216"
"417","16 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00006103885790601,0.00006103885790601,0.00006103885790601,0.00006103885790601]","24.5","0","{13.055000000000291,31.959999999999127,0.0}","'wedge417'","18 as bus_stop","1.0","569","0","1","0","0.00014242400178069"
"418","276 as bus_stop","[1.0,0.1,0.30000000000000004,0.7]","[0.01023141147741031,0.01155300526106212,0.0134434970310541,0.0102926774144008]","3372.5","1","{65.08500000000004,34.97500000000218,0.0}","'wedge418'","391 as bus_stop","1.0","33","7","1","0","0.01960509983695389"
"419","398 as bus_stop","[0.7,1.0,1.0,0.9999999999999999]","[0.00797366794808908,0.00797366794808908,0.00797366794808908,0.00797366794808908]","3200.5","1","{61.99499999999989,27.57999999999811,0.0}","'wedge419'","39 as bus_stop","1.0","439","9","25","0","0.01860522521220784"
"420","245 as bus_stop","[1.0,1.0,1.0,0.5]","[0.00045684743410105,0.00063640794935625,0.00059490892227034,0.00035367437647]","69.0","0","{45.67500000000018,28.154999999998836,0.0}","'wedge420'","176 as bus_stop","1.0","11","2","0","0","0.00040111249481092"
"421","124 as bus_stop","[1.0,1.0,0.8999999999999999,0.0]","[0.01634457277953959,0.01621980504839807,0.01621980504839807,0.01629338601804563]","1400.5","0","{69.74000000000069,27.825000000000728,0.0}","'wedge421'","246 as bus_stop","1.0","4","1","15","4","0.03784621177959551"
"422","331 as bus_stop","[1.0,1.0,0.7,1.0]","[0.00146244120778887,0.00146244120778887,0.00146244120778887,0.00146244120778887]","587.0","0","{50.64000000000033,17.900000000001455,0.0}","'wedge422'","168 as bus_stop","1.0","898","6","12","0","0.00341236281817404"
"423","180 as bus_stop","[1.0,0.1,0.30000000000000004,0.7]","[0.03531222498960398,0.05026799086755389,0.0477753632212289,0.03032696969695401]","6670.0","2","{59.49499999999989,34.92499999999927,0.0}","'wedge423'","379 as bus_stop","1.0","279","42","57","0","0.03877420783172201"
"424","271 as bus_stop","[1.0,0.5,0.6,1.0]","[0.00028277185193192,0.00028277185193192,0.00028277185193192,0.00028277185193192]","113.5","0","{56.17000000000007,17.00499999999738,0.0}","'wedge424'","29 as bus_stop","1.0","508","1","4","0","0.00065980098784115"
"425","65 as bus_stop","[0.9999999999999999,1.0,0.2,1.0]","[0.00003737072933021,0.00003737072933021,0.00003737072933021,0.00003737072933021]","15.0","0","{62.42500000000018,46.68500000000131,0.0}","'wedge425'","133 as bus_stop","1.0","372","1","3","0","0.00008719836843716"
"426","339 as bus_stop","[0.8999999999999999,1.0,1.0,0.7999999999999999]","[0.0158451892360089,0.0158451892360089,0.0158451892360089,0.0158451892360089]","6360.0","2","{29.68000000000029,28.784999999999854,0.0}","'wedge426'","81 as bus_stop","1.0","858","27","40","0","0.03697210821735412"
"427","65 as bus_stop","[0.9999999999999999,1.0,0.7999999999999999,1.0]","[0.00198314003645646,0.00198314003645646,0.00198314003645646,0.00198314003645646]","796.0","0","{63.840000000000146,47.720000000001164,0.0}","'wedge427'","83 as bus_stop","1.0","404","0","0","0","0.00462732675173174"
"428","344 as bus_stop","[1.0,0.8999999999999999,1.0,1.0]","[0.0001420087714548,0.0001420087714548,0.0001420087714548,0.0001420087714548]","57.0","0","{74.57999999999993,36.025000000001455,0.0}","'wedge428'","288 as bus_stop","1.0","35","2","0","0","0.00033135380006119"
"429","22 as bus_stop","[0.7999999999999999,0.6,0.5999999999999998,0.1]","[0.00005481040301764,0.00005481040301764,0.00005481040301764,0.00005481040301764]","22.0","0","{52.215000000000146,34.36499999999796,0.0}","'wedge429'","0 as bus_stop","1.0","1595","4","1","0","0.0001278909403745"
"430","69 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00001245690977674,0.00001245690977674,0.00001245690977674,0.00001245690977674]","5.0","0","{72.21000000000004,41.61000000000058,0.0}","'wedge430'","68 as bus_stop","1.0","765","0","1","0","0.00002906612281239"
"431","70 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00021550453913754,0.00021550453913754,0.00021550453913754,0.00021550453913754]","86.5","0","{82.07999999999993,57.224999999998545,0.0}","'wedge431'","205 as bus_stop","1.0","405","1","0","0","0.00050284392465427"
"432","269 as bus_stop","[0.6,0.7999999999999999,1.0,1.0]","[0.00053938419333269,0.00053938419333269,0.00053938419333269,0.00053938419333269]","216.5","0","{40.39499999999953,14.555000000000291,0.0}","'wedge432'","54 as bus_stop","1.0","406","2","5","0","0.00125856311777628"
"433","38 as bus_stop","[1.0,1.0,0.9999999999999999,0.0]","[0.00009840958723622,0.00009840958723622,0.00009840958723622,0.00009840958723622]","39.5","0","{68.54500000000007,23.81499999999869,0.0}","'wedge433'","40 as bus_stop","1.0","1606","1","1","0","0.00022962237021784"
"434","9 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00035751331059234,0.00035751331059234,0.00035751331059234,0.00035751331059234]","143.5","0","{65.40499999999975,42.10499999999956,0.0}","'wedge434'","8 as bus_stop","1.0","942","10","4","0","0.00083419772471546"
"435","328 as bus_stop","[1.0,1.0,1.0,0.9999999999999999]","[0.00422787517822439,0.00422787517822439,0.00422787517822439,0.00422787517822439]","1697.0","0","{63.18000000000029,42.11000000000058,0.0}","'wedge435'","10 as bus_stop","1.0","556","4","11","0","0.00986504208252358"
"436","357 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00006228454888368,0.00006228454888368,0.00006228454888368,0.00006228454888368]","25.0","0","{76.44499999999971,36.80500000000029,0.0}","'wedge436'","288 as bus_stop","1.0","931","0","0","0","0.00014533061406193"
"437","406 as bus_stop","[0.7999999999999998,0.2,1.0,1.0]","[0.00010214666016924,0.00010214666016924,0.00010214666016924,0.00010214666016924]","41.0","0","{25.63000000000011,6.705000000001746,0.0}","'wedge437'","169 as bus_stop","1.0","216","3","7","0","0.00023834220706156"
"438","303 as bus_stop","[1.0,0.30000000000000004,1.0,1.0]","[0.00017676354973189,0.00018909589041086,0.00020142823108983,0.00017676354973189]","66.0","0","{70.3149999999996,35.30500000000029,0.0}","'wedge438'","276 as bus_stop","1.0","33","2","1","0","0.00038367282112349"
"439","365 as bus_stop","[0.0,0.0,0.0,0.0]","[0.0088568628512597,0.0088568628512597,0.0088568628512597,0.0088568628512597]","3555.0","1","{60.13499999999931,18.389999999999418,0.0}","'wedge439'","198 as bus_stop","1.0","437","23","26","0","0.02066601331960596"
"440","282 as bus_stop","[1.0,1.0,0.8999999999999998,0.1]","[0.00004982763910695,0.00004982763910695,0.00004982763910695,0.00004982763910695]","20.0","0","{51.38500000000022,40.080000000001746,0.0}","'wedge440'","90 as bus_stop","1.0","475","0","2","0","0.00011626449124954"
"441","60 as bus_stop","[1.0,0.9999999999999998,0.6,1.0]","[0.00068014727380982,0.00068014727380982,0.00068014727380982,0.00068014727380982]","273.0","0","{54.54500000000007,17.0099999999984,0.0}","'wedge441'","352 as bus_stop","1.0","604","3","2","0","0.00158701030555624"
"442","13 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00008221560452646,0.00008221560452646,0.00008221560452646,0.00008221560452646]","33.0","0","{12.699999999999818,32.29500000000189,0.0}","'wedge442'","14 as bus_stop","1.0","545","0","1","0","0.00019183641056174"
"443","193 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00000249138195535,0.00000249138195535,0.00000249138195535,0.00000249138195535]","1.0","0","{57.875,6.154999999998836,0.0}","'wedge443'","233 as bus_stop","1.0","363","2","1","0","0.00000581322456248"
"444","278 as bus_stop","[0.6,0.6,0.0,0.30000000000000004]","[0.04301353541917304,0.04485117080166927,0.04451138920468693,0.04883271413041108]","3814.0","1","{34.30000000000018,33.5,0.0}","'wedge444'","103 as bus_stop","1.0","35","21","25","2","0.1170939657292997"
