"#","appeal_matrix","code","fattore_scelta","list_raggiungibili","location","name","out_edges","popolazione","popolazione_old","stop_raggiungibili","vicini_geo"
"340","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","1765","[0.0001,0.0001,0.0001,0.0001,0.0001,0.0001]","[]","{77.84000000000015,52.9800000000032,0.0}","'Treviso'","[125 as wedge]","0","5","[224 as bus_stop,289 as bus_stop,340 as bus_stop]","[340 as bus_stop,367 as bus_stop]"
"341","[[13,11,11,11,11,10,9,8,8,8],[12,10,10,10,10,9,9,8,8,8],[31,23,23,23,23,14,9,8,8,8],[1983,836,696,1037,833,606,209,8,8,8],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","874","[0.8825970404745748,0.8825970404745748,0.8825970404745748,0.8825970404745748,0.0001,0.0001]","[]","{46.67000000000007,22.010000000002037,0.0}","'Capriolo'","[9 as wedge]","1","1","[13 as bus_stop,14 as bus_stop,15 as bus_stop,19 as bus_stop,21 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,38 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,81 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,95 as bus_stop,96 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,119 as bus_stop,121 as bus_stop,124 as bus_stop,126 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,145 as bus_stop,151 as bus_stop,166 as bus_stop,177 as bus_stop,179 as bus_stop,180 as bus_stop,186 as bus_stop,188 as bus_stop,190 as bus_stop,192 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,224 as bus_stop,238 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,250 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,259 as bus_stop,263 as bus_stop,267 as bus_stop,272 as bus_stop,275 as bus_stop,276 as bus_stop,278 as bus_stop,279 as bus_stop,281 as bus_stop,286 as bus_stop,289 as bus_stop,295 as bus_stop,303 as bus_stop,304 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,311 as bus_stop,316 as bus_stop,317 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,334 as bus_stop,337 as bus_stop,339 as bus_stop,340 as bus_stop,341 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,353 as bus_stop,355 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,376 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,390 as bus_stop,391 as bus_stop,393 as bus_stop,395 as bus_stop,399 as bus_stop,402 as bus_stop,405 as bus_stop,407 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,422 as bus_stop,426 as bus_stop]","[341 as bus_stop,364 as bus_stop]"
"342","[[0,0,0,0,0,0,0,0,0,0],[2,3,3,3,3,3,2,2,2,2],[2,3,3,3,3,3,2,2,2,2],[2,3,3,3,3,3,2,2,2,2],[2,3,3,3,3,3,2,2,2,2],[2,3,3,3,3,3,2,2,2,2]] as matrix","1679","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{62.11000000000058,8.87000000000262,0.0}","'Lione'","[270 as wedge]","1","0","[26 as bus_stop,172 as bus_stop,342 as bus_stop]","[27 as bus_stop,342 as bus_stop]"
"343","[[2,2,2,2,2,2,2,1,1,1],[2,2,2,2,2,2,2,1,1,1],[198,45,45,78,56,56,34,1,1,1],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[7,3,3,4,3,3,2,1,1,1]] as matrix","451","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{56.77000000000044,41.44000000000233,0.0}","'Svizzera'","[144 as wedge]","0","0","[7 as bus_stop,8 as bus_stop,9 as bus_stop,87 as bus_stop,89 as bus_stop,100 as bus_stop,115 as bus_stop,120 as bus_stop,130 as bus_stop,135 as bus_stop,138 as bus_stop,149 as bus_stop,161 as bus_stop,171 as bus_stop,218 as bus_stop,234 as bus_stop,247 as bus_stop,248 as bus_stop,256 as bus_stop,293 as bus_stop,297 as bus_stop,314 as bus_stop,333 as bus_stop,336 as bus_stop,343 as bus_stop,377 as bus_stop,396 as bus_stop,418 as bus_stop,433 as bus_stop,434 as bus_stop]","[266 as bus_stop,333 as bus_stop,343 as bus_stop,377 as bus_stop]"
"344","[[4,6,6,6,6,9,8,7,3,3],[4,6,6,6,6,9,8,7,3,3],[4,4,4,4,4,4,4,4,3,3],[128,46,46,67,58,75,56,28,3,3],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","1082","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{71.57999999999993,35.650000000001455,0.0}","'D\'Acaja'","[175 as wedge]","0","0","[13 as bus_stop,14 as bus_stop,15 as bus_stop,19 as bus_stop,21 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,77 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,96 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,119 as bus_stop,121 as bus_stop,124 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,145 as bus_stop,151 as bus_stop,163 as bus_stop,166 as bus_stop,177 as bus_stop,179 as bus_stop,180 as bus_stop,181 as bus_stop,186 as bus_stop,188 as bus_stop,194 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,224 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,250 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,259 as bus_stop,263 as bus_stop,267 as bus_stop,275 as bus_stop,276 as bus_stop,278 as bus_stop,279 as bus_stop,289 as bus_stop,295 as bus_stop,298 as bus_stop,303 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,311 as bus_stop,316 as bus_stop,317 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,334 as bus_stop,335 as bus_stop,337 as bus_stop,340 as bus_stop,344 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,354 as bus_stop,355 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,376 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,391 as bus_stop,393 as bus_stop,395 as bus_stop,401 as bus_stop,402 as bus_stop,404 as bus_stop,405 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,422 as bus_stop,426 as bus_stop]","[303 as bus_stop,344 as bus_stop,429 as bus_stop]"
"345","[[0,0,0,0,0,0,0,0,0,0],[3,3,3,3,3,3,3,2,2,2],[45,12,12,19,15,14,10,2,2,2],[3,3,3,3,3,3,3,2,2,2],[3,3,3,3,3,3,3,2,2,2],[3,3,3,3,3,3,3,2,2,2]] as matrix","2095","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{44.70999999999913,25.599999999998545,0.0}","'Trapani Est'","[261 as wedge]","1","0","[13 as bus_stop,14 as bus_stop,15 as bus_stop,19 as bus_stop,21 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,38 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,81 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,95 as bus_stop,96 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,119 as bus_stop,121 as bus_stop,124 as bus_stop,126 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,145 as bus_stop,151 as bus_stop,166 as bus_stop,177 as bus_stop,179 as bus_stop,180 as bus_stop,186 as bus_stop,188 as bus_stop,190 as bus_stop,192 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,224 as bus_stop,238 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,250 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,259 as bus_stop,263 as bus_stop,267 as bus_stop,272 as bus_stop,275 as bus_stop,276 as bus_stop,278 as bus_stop,279 as bus_stop,281 as bus_stop,286 as bus_stop,289 as bus_stop,295 as bus_stop,303 as bus_stop,304 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,311 as bus_stop,316 as bus_stop,317 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,334 as bus_stop,337 as bus_stop,339 as bus_stop,340 as bus_stop,345 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,353 as bus_stop,355 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,376 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,390 as bus_stop,391 as bus_stop,393 as bus_stop,395 as bus_stop,399 as bus_stop,402 as bus_stop,405 as bus_stop,407 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,422 as bus_stop,426 as bus_stop]","[95 as bus_stop,126 as bus_stop,264 as bus_stop,345 as bus_stop]"
"346","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","3501","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{48.75,35.150000000001455,0.0}","'Rivoli Nord'","[352 as wedge]","0","0","[169 as bus_stop,204 as bus_stop,225 as bus_stop,237 as bus_stop,264 as bus_stop,284 as bus_stop,326 as bus_stop,346 as bus_stop,360 as bus_stop,392 as bus_stop,406 as bus_stop]","[0 as bus_stop,82 as bus_stop,167 as bus_stop,204 as bus_stop,216 as bus_stop,245 as bus_stop,346 as bus_stop]"
"347","[[6,7,7,7,8,10,10,9,5,5],[6,6,6,6,6,6,6,6,5,5],[420,110,110,179,137,151,101,26,5,5],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[48,27,25,30,27,21,13,9,9,9]] as matrix","3","[0.5489122946670677,0.5489122946670677,0.5489122946670677,0.0001,0.0001,0.7166315759555104]","[]","{28.100000000000364,32.83999999999651,0.0}","'Brunelleschi'","[8 as wedge]","2","3","[13 as bus_stop,14 as bus_stop,15 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,77 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,96 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,119 as bus_stop,121 as bus_stop,124 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,151 as bus_stop,163 as bus_stop,166 as bus_stop,177 as bus_stop,179 as bus_stop,180 as bus_stop,181 as bus_stop,186 as bus_stop,188 as bus_stop,194 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,250 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,259 as bus_stop,263 as bus_stop,267 as bus_stop,275 as bus_stop,276 as bus_stop,278 as bus_stop,279 as bus_stop,303 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,317 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,334 as bus_stop,335 as bus_stop,337 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,354 as bus_stop,355 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,391 as bus_stop,393 as bus_stop,395 as bus_stop,401 as bus_stop,402 as bus_stop,404 as bus_stop,405 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,422 as bus_stop]","[127 as bus_stop,134 as bus_stop,347 as bus_stop,417 as bus_stop]"
"348","[[0,0,0,0,0,0,0,0,0,0],[2,30,30,30,39,71,62,48,2,2],[2,9,9,9,11,18,16,13,2,2],[2,9,9,9,11,18,16,13,2,2],[2,9,9,9,11,18,16,13,2,2],[2,3,3,3,3,3,3,3,2,2]] as matrix","959","[0.0001,0.6066321760335965,0.6066321760335965,0.6066321760335965,0.6066321760335965,0.6066321760335965]","[]","{41.090000000000146,33.599999999998545,0.0}","'Monte Grappa'","[334 as wedge]","0","1","[13 as bus_stop,14 as bus_stop,15 as bus_stop,19 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,77 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,96 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,119 as bus_stop,121 as bus_stop,124 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,145 as bus_stop,151 as bus_stop,163 as bus_stop,166 as bus_stop,177 as bus_stop,179 as bus_stop,180 as bus_stop,181 as bus_stop,186 as bus_stop,188 as bus_stop,194 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,250 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,259 as bus_stop,263 as bus_stop,267 as bus_stop,275 as bus_stop,276 as bus_stop,278 as bus_stop,279 as bus_stop,295 as bus_stop,303 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,311 as bus_stop,316 as bus_stop,317 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,334 as bus_stop,335 as bus_stop,337 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,354 as bus_stop,355 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,391 as bus_stop,393 as bus_stop,395 as bus_stop,401 as bus_stop,402 as bus_stop,404 as bus_stop,405 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,422 as bus_stop]","[4 as bus_stop,207 as bus_stop,217 as bus_stop,348 as bus_stop,374 as bus_stop]"
"349","[[6,5,5,6,5,5,5,4,4,4],[83,22,22,36,27,27,18,4,4,4],[5,5,5,5,5,5,5,4,4,4],[5,5,5,5,5,5,5,4,4,4],[5,5,5,5,5,5,5,4,4,4],[136,47,47,69,54,48,26,4,4,4]] as matrix","1944","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{55.45999999999913,2.3399999999965075,0.0}","'Marmolada'","[198 as wedge]","1","0","[229 as bus_stop,349 as bus_stop]","[25 as bus_stop,80 as bus_stop,144 as bus_stop,210 as bus_stop,349 as bus_stop,412 as bus_stop]"
"350","[[10,25,25,25,30,48,43,35,9,9],[10,10,10,10,10,10,10,10,9,9],[221,158,158,194,204,323,266,179,9,9],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[7,7,7,7,7,15,7,7,7,7]] as matrix","1843","[0.6412807050619715,0.6412807050619715,0.6412807050619715,0.0001,0.0001,0.5648185830016741]","[]","{29.25,51.20999999999913,0.0}","'Pellerina'","[]","2","4","[350 as bus_stop]","[299 as bus_stop,350 as bus_stop]"
"351","[[6,9,9,9,10,15,13,11,4,4],[5,9,9,9,10,15,13,11,4,4],[5,5,5,5,5,5,5,5,4,4],[689,183,183,297,230,261,176,49,4,4],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","3210","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{50.45000000000073,20.919999999998254,0.0}","'Peschiera'","[78 as wedge]","0","0","[97 as bus_stop,117 as bus_stop,169 as bus_stop,178 as bus_stop,195 as bus_stop,237 as bus_stop,249 as bus_stop,318 as bus_stop,326 as bus_stop,351 as bus_stop,358 as bus_stop,392 as bus_stop,406 as bus_stop,412 as bus_stop,421 as bus_stop]","[136 as bus_stop,277 as bus_stop,331 as bus_stop,351 as bus_stop]"
"352","[[0,0,0,0,0,0,0,0,0,0],[12,6,6,7,6,6,6,4,4,4],[315,74,74,125,91,91,56,4,4,4],[6,5,5,5,5,5,5,4,4,4],[5,5,5,5,5,5,5,4,4,4],[5,5,5,5,5,5,5,4,4,4]] as matrix","3447","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{56.100000000000364,16.849999999998545,0.0}","'Sabotino'","[280 as wedge,441 as wedge]","0","0","[13 as bus_stop,14 as bus_stop,15 as bus_stop,19 as bus_stop,21 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,38 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,48 as bus_stop,49 as bus_stop,50 as bus_stop,51 as bus_stop,52 as bus_stop,53 as bus_stop,54 as bus_stop,55 as bus_stop,56 as bus_stop,57 as bus_stop,58 as bus_stop,59 as bus_stop,60 as bus_stop,61 as bus_stop,62 as bus_stop,81 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,95 as bus_stop,96 as bus_stop,97 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,117 as bus_stop,119 as bus_stop,122 as bus_stop,124 as bus_stop,126 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,141 as bus_stop,145 as bus_stop,151 as bus_stop,166 as bus_stop,169 as bus_stop,174 as bus_stop,177 as bus_stop,178 as bus_stop,179 as bus_stop,180 as bus_stop,186 as bus_stop,188 as bus_stop,190 as bus_stop,192 as bus_stop,195 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,214 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,224 as bus_stop,232 as bus_stop,237 as bus_stop,238 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,249 as bus_stop,250 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,259 as bus_stop,263 as bus_stop,267 as bus_stop,269 as bus_stop,272 as bus_stop,275 as bus_stop,276 as bus_stop,277 as bus_stop,278 as bus_stop,279 as bus_stop,281 as bus_stop,286 as bus_stop,289 as bus_stop,295 as bus_stop,303 as bus_stop,304 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,311 as bus_stop,316 as bus_stop,317 as bus_stop,318 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,326 as bus_stop,334 as bus_stop,337 as bus_stop,339 as bus_stop,340 as bus_stop,341 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,352 as bus_stop,353 as bus_stop,355 as bus_stop,358 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,376 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,390 as bus_stop,391 as bus_stop,392 as bus_stop,393 as bus_stop,399 as bus_stop,402 as bus_stop,405 as bus_stop,406 as bus_stop,407 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,412 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,419 as bus_stop,421 as bus_stop,422 as bus_stop,426 as bus_stop]","[29 as bus_stop,44 as bus_stop,58 as bus_stop,158 as bus_stop,198 as bus_stop,211 as bus_stop,271 as bus_stop,320 as bus_stop,352 as bus_stop,375 as bus_stop]"
"353","[[36,20,19,23,20,16,11,8,8,8],[1012,379,309,500,384,314,129,8,8,8],[13,11,11,11,11,10,9,8,8,8],[12,10,10,10,10,9,9,8,8,8],[31,23,23,23,23,14,9,8,8,8],[1983,836,696,1037,833,606,209,8,8,8]] as matrix","872","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{42.340000000000146,24.360000000000582,0.0}","'Trapani'","[238 as wedge,319 as wedge]","1","0","[13 as bus_stop,14 as bus_stop,15 as bus_stop,19 as bus_stop,21 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,38 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,81 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,95 as bus_stop,96 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,119 as bus_stop,121 as bus_stop,124 as bus_stop,126 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,145 as bus_stop,151 as bus_stop,166 as bus_stop,177 as bus_stop,179 as bus_stop,180 as bus_stop,186 as bus_stop,188 as bus_stop,190 as bus_stop,192 as bus_stop,194 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,224 as bus_stop,238 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,250 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,259 as bus_stop,263 as bus_stop,267 as bus_stop,272 as bus_stop,275 as bus_stop,276 as bus_stop,278 as bus_stop,279 as bus_stop,281 as bus_stop,286 as bus_stop,289 as bus_stop,295 as bus_stop,303 as bus_stop,304 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,311 as bus_stop,316 as bus_stop,317 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,334 as bus_stop,337 as bus_stop,339 as bus_stop,340 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,353 as bus_stop,355 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,376 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,390 as bus_stop,391 as bus_stop,393 as bus_stop,395 as bus_stop,399 as bus_stop,402 as bus_stop,405 as bus_stop,407 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,422 as bus_stop,426 as bus_stop]","[95 as bus_stop,176 as bus_stop,264 as bus_stop,317 as bus_stop,353 as bus_stop]"
"354","[[248,56,56,97,70,70,43,1,1,1],[2,2,2,2,2,2,2,1,1,1],[2,2,2,2,2,2,2,1,1,1],[2,2,2,2,2,2,2,1,1,1],[412,93,93,161,116,116,70,1,1,1],[0,0,0,0,0,0,0,0,0,0]] as matrix","1993","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{33.73999999999978,40.12999999999738,0.0}","'Re'","[145 as wedge]","0","0","[13 as bus_stop,14 as bus_stop,15 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,77 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,96 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,119 as bus_stop,121 as bus_stop,124 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,151 as bus_stop,163 as bus_stop,166 as bus_stop,177 as bus_stop,179 as bus_stop,180 as bus_stop,181 as bus_stop,186 as bus_stop,188 as bus_stop,194 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,216 as bus_stop,219 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,250 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,259 as bus_stop,263 as bus_stop,267 as bus_stop,275 as bus_stop,276 as bus_stop,278 as bus_stop,279 as bus_stop,303 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,317 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,334 as bus_stop,335 as bus_stop,337 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,354 as bus_stop,355 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,391 as bus_stop,393 as bus_stop,395 as bus_stop,401 as bus_stop,402 as bus_stop,404 as bus_stop,405 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop]","[354 as bus_stop,413 as bus_stop]"
