"#","appeal_matrix","code","fattore_scelta","list_raggiungibili","location","name","out_edges","popolazione","popolazione_old","stop_raggiungibili","vicini_geo"
"20","[[40,12,12,18,14,14,10,3,3,3],[4,4,4,4,4,4,4,3,3,3],[4,4,4,4,4,4,4,3,3,3],[4,4,4,4,4,4,4,3,3,3],[64,17,17,27,20,20,14,3,3,3],[0,0,0,0,0,0,0,0,0,0]] as matrix","185","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{66.22999999999956,55.75,0.0}","'Ospedale Amedeo di Savoia'","[153 as wedge,239 as wedge]","0","0","[7 as bus_stop,8 as bus_stop,9 as bus_stop,13 as bus_stop,14 as bus_stop,15 as bus_stop,20 as bus_stop,29 as bus_stop,31 as bus_stop,33 as bus_stop,38 as bus_stop,39 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,64 as bus_stop,65 as bus_stop,67 as bus_stop,81 as bus_stop,82 as bus_stop,83 as bus_stop,84 as bus_stop,86 as bus_stop,87 as bus_stop,88 as bus_stop,89 as bus_stop,95 as bus_stop,97 as bus_stop,100 as bus_stop,106 as bus_stop,109 as bus_stop,110 as bus_stop,115 as bus_stop,117 as bus_stop,119 as bus_stop,120 as bus_stop,126 as bus_stop,129 as bus_stop,130 as bus_stop,134 as bus_stop,135 as bus_stop,136 as bus_stop,138 as bus_stop,145 as bus_stop,148 as bus_stop,149 as bus_stop,151 as bus_stop,158 as bus_stop,161 as bus_stop,165 as bus_stop,166 as bus_stop,169 as bus_stop,171 as bus_stop,174 as bus_stop,177 as bus_stop,178 as bus_stop,179 as bus_stop,180 as bus_stop,188 as bus_stop,190 as bus_stop,192 as bus_stop,195 as bus_stop,198 as bus_stop,199 as bus_stop,202 as bus_stop,206 as bus_stop,209 as bus_stop,211 as bus_stop,216 as bus_stop,218 as bus_stop,227 as bus_stop,234 as bus_stop,237 as bus_stop,238 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,247 as bus_stop,248 as bus_stop,249 as bus_stop,251 as bus_stop,253 as bus_stop,256 as bus_stop,263 as bus_stop,266 as bus_stop,267 as bus_stop,268 as bus_stop,271 as bus_stop,272 as bus_stop,276 as bus_stop,277 as bus_stop,281 as bus_stop,286 as bus_stop,293 as bus_stop,297 as bus_stop,303 as bus_stop,304 as bus_stop,306 as bus_stop,310 as bus_stop,311 as bus_stop,314 as bus_stop,317 as bus_stop,318 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,326 as bus_stop,328 as bus_stop,333 as bus_stop,334 as bus_stop,336 as bus_stop,339 as bus_stop,341 as bus_stop,343 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,353 as bus_stop,355 as bus_stop,358 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,373 as bus_stop,375 as bus_stop,376 as bus_stop,377 as bus_stop,379 as bus_stop,381 as bus_stop,387 as bus_stop,388 as bus_stop,390 as bus_stop,391 as bus_stop,392 as bus_stop,393 as bus_stop,396 as bus_stop,398 as bus_stop,399 as bus_stop,405 as bus_stop,406 as bus_stop,407 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,412 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,418 as bus_stop,421 as bus_stop,426 as bus_stop,433 as bus_stop,434 as bus_stop]","[19 as bus_stop,20 as bus_stop,231 as bus_stop,319 as bus_stop]"
"21","[[4,4,4,4,4,4,4,3,3,3],[40,12,12,18,14,14,10,3,3,3],[4,4,4,4,4,4,4,3,3,3],[4,4,4,4,4,4,4,3,3,3],[4,4,4,4,4,4,4,3,3,3],[64,17,17,27,20,20,14,3,3,3]] as matrix","184","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{69.78000000000065,59.30999999999767,0.0}","'Piero della Francesca'","[]","1","0","[21 as bus_stop]","[21 as bus_stop,101 as bus_stop,301 as bus_stop]"
"22","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","6667","[0.0001,0.0001,0.0001,0.0001,0.0001,0.0001]","[]","{54.93000000000029,34.5199999999968,0.0}","'Racconigi'","[142 as wedge,339 as wedge]","0","2","[0 as bus_stop,1 as bus_stop,3 as bus_stop,4 as bus_stop,5 as bus_stop,6 as bus_stop,22 as bus_stop,429 as bus_stop]","[22 as bus_stop,110 as bus_stop,251 as bus_stop]"
"23","[[5,11,11,11,13,19,17,14,5,5],[5,6,6,6,6,6,6,6,5,5],[5,41,41,41,53,94,83,65,5,5],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[5,43,43,43,55,99,86,68,5,5]] as matrix","403","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{77.40999999999985,35.95999999999913,0.0}","'Statuto Capolinea'","[]","0","0","[23 as bus_stop]","[23 as bus_stop,66 as bus_stop,288 as bus_stop,357 as bus_stop,422 as bus_stop]"
"24","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[6,5,5,6,5,5,5,4,4,4],[83,22,22,36,27,27,18,4,4,4],[5,5,5,5,5,5,5,4,4,4]] as matrix","1941","[0.0001,0.0001,0.0001,0.6066314178745364,0.6066314178745364,0.6066314178745364]","[]","{57.3700000000008,5.690000000002328,0.0}","'Rivalta'","[32 as wedge]","0","2","[24 as bus_stop,26 as bus_stop,98 as bus_stop,172 as bus_stop,342 as bus_stop]","[24 as bus_stop,28 as bus_stop,193 as bus_stop]"
"25","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[10,4,4,5,5,5,4,2,2,2],[336,77,77,132,95,95,58,2,2,2]] as matrix","3276","[0.0001,0.0001,0.0001,0.0001,0.36798128056404966,0.36798128056404966]","[]","{56.47999999999956,2.1900000000023283,0.0}","'Marmolada'","[]","0","2","[25 as bus_stop]","[25 as bus_stop,80 as bus_stop,144 as bus_stop,210 as bus_stop,349 as bus_stop,412 as bus_stop]"
"26","[[336,77,77,132,95,95,58,2,2,2],[4,3,3,3,3,3,3,2,2,2],[3,3,3,3,3,3,3,2,2,2],[3,3,3,3,3,3,3,2,2,2],[558,126,126,218,157,157,95,2,2,2],[0,0,0,0,0,0,0,0,0,0]] as matrix","3281","[0.22323183362253907,0.22323183362253907,0.22323183362253907,0.22323183362253907,0.22323183362253907,0.0001]","[]","{65.39999999999964,12.790000000000873,0.0}","'Peschiera'","[203 as wedge]","0","3","[26 as bus_stop,172 as bus_stop]","[26 as bus_stop,42 as bus_stop,43 as bus_stop,302 as bus_stop]"
"27","[[10,4,4,5,5,5,4,2,2,2],[336,77,77,132,95,95,58,2,2,2],[4,3,3,3,3,3,3,2,2,2],[3,3,3,3,3,3,3,2,2,2],[3,3,3,3,3,3,3,2,2,2],[558,126,126,218,157,157,95,2,2,2]] as matrix","3280","[0.22323183362253907,0.22323183362253907,0.22323183362253907,0.22323183362253907,0.22323183362253907,0.22323183362253907]","[]","{62.70000000000073,8.30000000000291,0.0}","'Braccini'","[72 as wedge]","2","3","[25 as bus_stop,27 as bus_stop,28 as bus_stop]","[27 as bus_stop,342 as bus_stop]"
"28","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[10,4,4,5,5,5,4,2,2,2],[336,77,77,132,95,95,58,2,2,2],[4,3,3,3,3,3,3,2,2,2],[3,3,3,3,3,3,3,2,2,2]] as matrix","3278","[0.0001,0.0001,0.36798128056404966,0.36798128056404966,0.36798128056404966,0.36798128056404966]","[]","{58.97999999999956,3.819999999999709,0.0}","'Rivalta'","[324 as wedge]","2","2","[25 as bus_stop,28 as bus_stop]","[24 as bus_stop,28 as bus_stop]"
"29","[[217,64,64,99,79,91,65,25,7,7],[8,18,18,18,21,33,30,25,7,7],[8,18,18,18,21,33,30,25,7,7],[8,8,8,8,8,8,8,8,7,7],[356,153,153,211,195,275,214,121,7,7],[0,0,0,0,0,0,0,0,0,0]] as matrix","649","[0.866978076663804,0.866978076663804,0.866978076663804,0.866978076663804,0.866978076663804,0.0001]","[]","{55.68000000000029,17.80999999999767,0.0}","'Sabotino Nord'","[424 as wedge]","0","1","[29 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,271 as bus_stop]","[29 as bus_stop,44 as bus_stop,58 as bus_stop,158 as bus_stop,174 as bus_stop,211 as bus_stop,271 as bus_stop,320 as bus_stop,352 as bus_stop,375 as bus_stop]"
"30","[[442,103,103,176,128,127,78,6,6,6],[7,6,6,7,6,7,6,6,6,6],[6,6,6,6,6,6,6,6,6,6],[9,10,10,10,10,14,8,8,8,8],[761,222,222,344,263,294,154,33,33,33],[0,0,0,0,0,0,0,0,0,0]] as matrix","553","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{62.340000000000146,18.5199999999968,0.0}","'Ferrucci'","[248 as wedge]","1","0","[13 as bus_stop,14 as bus_stop,15 as bus_stop,19 as bus_stop,21 as bus_stop,30 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,38 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,81 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,95 as bus_stop,96 as bus_stop,97 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,117 as bus_stop,119 as bus_stop,124 as bus_stop,126 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,145 as bus_stop,151 as bus_stop,158 as bus_stop,166 as bus_stop,169 as bus_stop,174 as bus_stop,177 as bus_stop,178 as bus_stop,179 as bus_stop,180 as bus_stop,186 as bus_stop,188 as bus_stop,190 as bus_stop,192 as bus_stop,195 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,237 as bus_stop,238 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,249 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,263 as bus_stop,267 as bus_stop,272 as bus_stop,275 as bus_stop,276 as bus_stop,277 as bus_stop,278 as bus_stop,279 as bus_stop,281 as bus_stop,286 as bus_stop,295 as bus_stop,303 as bus_stop,304 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,311 as bus_stop,316 as bus_stop,317 as bus_stop,318 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,326 as bus_stop,334 as bus_stop,337 as bus_stop,339 as bus_stop,340 as bus_stop,341 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,353 as bus_stop,355 as bus_stop,358 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,373 as bus_stop,375 as bus_stop,376 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,390 as bus_stop,391 as bus_stop,392 as bus_stop,393 as bus_stop,399 as bus_stop,402 as bus_stop,405 as bus_stop,406 as bus_stop,407 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,412 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,421 as bus_stop,422 as bus_stop]","[30 as bus_stop,31 as bus_stop,148 as bus_stop,365 as bus_stop]"
"31","[[7,6,6,7,6,7,6,6,6,6],[6,6,6,6,6,6,6,6,6,6],[9,10,10,10,10,14,8,8,8,8],[761,222,222,344,263,294,154,33,33,33],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","554","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{63.0,18.5199999999968,0.0}","'Ferrucci'","[316 as wedge]","2","0","[31 as bus_stop,124 as bus_stop,224 as bus_stop,246 as bus_stop,275 as bus_stop,289 as bus_stop,295 as bus_stop,316 as bus_stop,325 as bus_stop,340 as bus_stop,380 as bus_stop,414 as bus_stop,422 as bus_stop]","[30 as bus_stop,31 as bus_stop,148 as bus_stop,365 as bus_stop]"
"32","[[6,13,13,13,16,26,23,18,4,4],[5,13,13,13,16,26,23,18,4,4],[5,5,5,5,5,5,5,5,4,4],[728,221,221,342,280,346,246,98,4,4],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","618","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{61.80999999999949,13.739999999997963,0.0}","'Ferrucci'","[36 as wedge]","0","0","[13 as bus_stop,14 as bus_stop,15 as bus_stop,19 as bus_stop,21 as bus_stop,31 as bus_stop,32 as bus_stop,33 as bus_stop,35 as bus_stop,38 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,44 as bus_stop,45 as bus_stop,46 as bus_stop,47 as bus_stop,48 as bus_stop,49 as bus_stop,50 as bus_stop,51 as bus_stop,52 as bus_stop,53 as bus_stop,54 as bus_stop,55 as bus_stop,56 as bus_stop,57 as bus_stop,58 as bus_stop,59 as bus_stop,60 as bus_stop,61 as bus_stop,62 as bus_stop,81 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,95 as bus_stop,96 as bus_stop,97 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,117 as bus_stop,119 as bus_stop,122 as bus_stop,124 as bus_stop,126 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,141 as bus_stop,142 as bus_stop,145 as bus_stop,151 as bus_stop,166 as bus_stop,169 as bus_stop,174 as bus_stop,177 as bus_stop,178 as bus_stop,179 as bus_stop,180 as bus_stop,186 as bus_stop,188 as bus_stop,190 as bus_stop,192 as bus_stop,195 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,214 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,224 as bus_stop,232 as bus_stop,237 as bus_stop,238 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,249 as bus_stop,250 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,263 as bus_stop,267 as bus_stop,269 as bus_stop,272 as bus_stop,275 as bus_stop,276 as bus_stop,277 as bus_stop,278 as bus_stop,279 as bus_stop,281 as bus_stop,286 as bus_stop,289 as bus_stop,295 as bus_stop,303 as bus_stop,304 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,311 as bus_stop,316 as bus_stop,317 as bus_stop,318 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,326 as bus_stop,334 as bus_stop,337 as bus_stop,339 as bus_stop,340 as bus_stop,341 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,352 as bus_stop,353 as bus_stop,355 as bus_stop,358 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,376 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,390 as bus_stop,391 as bus_stop,392 as bus_stop,393 as bus_stop,399 as bus_stop,400 as bus_stop,402 as bus_stop,405 as bus_stop,406 as bus_stop,407 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,412 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,419 as bus_stop,421 as bus_stop,422 as bus_stop,426 as bus_stop]","[32 as bus_stop,47 as bus_stop]"
"33","[[19,73,73,73,90,152,135,108,19,19],[19,20,20,20,20,21,21,21,19,19],[19,374,374,374,492,905,787,610,19,19],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[6,3,3,3,3,3,2,1,1,1]] as matrix","595","[0.7687206330508237,0.7687206330508237,0.7687206330508237,0.0001,0.0001,0.00683828390148889]","[]","{62.5,29.69999999999709,0.0}","'Adriano'","[1 as wedge]","0","5","[19 as bus_stop,21 as bus_stop,33 as bus_stop,35 as bus_stop,124 as bus_stop,137 as bus_stop,145 as bus_stop,215 as bus_stop,219 as bus_stop,224 as bus_stop,275 as bus_stop,279 as bus_stop,289 as bus_stop,295 as bus_stop,311 as bus_stop,316 as bus_stop,340 as bus_stop,376 as bus_stop,382 as bus_stop,402 as bus_stop,422 as bus_stop,426 as bus_stop]","[33 as bus_stop,39 as bus_stop,187 as bus_stop]"
"34","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[3,31,31,31,41,73,64,50,3,3],[3,10,10,10,12,19,17,14,3,3],[3,10,10,10,12,19,17,14,3,3],[3,10,10,10,12,19,17,14,3,3]] as matrix","3286","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{62.63999999999942,27.110000000000582,0.0}","'Ferrucci'","[3 as wedge,112 as wedge,272 as wedge]","0","0","[13 as bus_stop,14 as bus_stop,15 as bus_stop,19 as bus_stop,21 as bus_stop,31 as bus_stop,33 as bus_stop,34 as bus_stop,35 as bus_stop,38 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,78 as bus_stop,79 as bus_stop,81 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,95 as bus_stop,96 as bus_stop,97 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,117 as bus_stop,119 as bus_stop,124 as bus_stop,126 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,139 as bus_stop,145 as bus_stop,151 as bus_stop,159 as bus_stop,160 as bus_stop,166 as bus_stop,169 as bus_stop,177 as bus_stop,178 as bus_stop,179 as bus_stop,180 as bus_stop,186 as bus_stop,188 as bus_stop,190 as bus_stop,192 as bus_stop,195 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,224 as bus_stop,237 as bus_stop,238 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,249 as bus_stop,250 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,263 as bus_stop,267 as bus_stop,272 as bus_stop,275 as bus_stop,276 as bus_stop,278 as bus_stop,279 as bus_stop,281 as bus_stop,286 as bus_stop,289 as bus_stop,290 as bus_stop,295 as bus_stop,303 as bus_stop,304 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,311 as bus_stop,316 as bus_stop,317 as bus_stop,318 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,326 as bus_stop,334 as bus_stop,337 as bus_stop,339 as bus_stop,340 as bus_stop,345 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,351 as bus_stop,353 as bus_stop,355 as bus_stop,358 as bus_stop,361 as bus_stop,362 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,376 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,390 as bus_stop,391 as bus_stop,392 as bus_stop,393 as bus_stop,399 as bus_stop,402 as bus_stop,405 as bus_stop,406 as bus_stop,407 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,412 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,421 as bus_stop,422 as bus_stop,426 as bus_stop]","[34 as bus_stop,41 as bus_stop,263 as bus_stop,398 as bus_stop]"
"35","[[19,20,20,20,20,21,21,21,19,19],[19,374,374,374,492,905,787,610,19,19],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[6,3,3,3,3,3,2,1,1,1],[214,49,49,84,60,60,37,1,1,1]] as matrix","596","[0.6919259594195115,0.6919259594195115,0.0001,0.0001,0.00101194579888791,0.00101194579888791]","[]","{62.899999999999636,33.05000000000291,0.0}","'Provveditorato'","[43 as wedge,313 as wedge]","1","7","[19 as bus_stop,21 as bus_stop,35 as bus_stop,124 as bus_stop,137 as bus_stop,145 as bus_stop,215 as bus_stop,219 as bus_stop,224 as bus_stop,275 as bus_stop,279 as bus_stop,289 as bus_stop,295 as bus_stop,311 as bus_stop,316 as bus_stop,340 as bus_stop,376 as bus_stop,382 as bus_stop,402 as bus_stop,422 as bus_stop,426 as bus_stop]","[1 as bus_stop,35 as bus_stop,109 as bus_stop,184 as bus_stop,219 as bus_stop,391 as bus_stop]"
"36","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","558","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{67.13999999999942,24.839999999996508,0.0}","'Palagiustizia'","[158 as wedge]","0","0","[13 as bus_stop,14 as bus_stop,15 as bus_stop,19 as bus_stop,21 as bus_stop,31 as bus_stop,33 as bus_stop,34 as bus_stop,35 as bus_stop,36 as bus_stop,38 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,78 as bus_stop,79 as bus_stop,81 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,95 as bus_stop,96 as bus_stop,97 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,117 as bus_stop,119 as bus_stop,124 as bus_stop,126 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,139 as bus_stop,145 as bus_stop,151 as bus_stop,159 as bus_stop,160 as bus_stop,166 as bus_stop,169 as bus_stop,177 as bus_stop,178 as bus_stop,179 as bus_stop,180 as bus_stop,186 as bus_stop,188 as bus_stop,190 as bus_stop,192 as bus_stop,195 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,224 as bus_stop,237 as bus_stop,238 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,249 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,263 as bus_stop,267 as bus_stop,272 as bus_stop,275 as bus_stop,276 as bus_stop,278 as bus_stop,279 as bus_stop,281 as bus_stop,286 as bus_stop,289 as bus_stop,290 as bus_stop,295 as bus_stop,303 as bus_stop,304 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,311 as bus_stop,316 as bus_stop,317 as bus_stop,318 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,326 as bus_stop,334 as bus_stop,337 as bus_stop,339 as bus_stop,340 as bus_stop,345 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,351 as bus_stop,353 as bus_stop,355 as bus_stop,358 as bus_stop,361 as bus_stop,362 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,376 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,390 as bus_stop,391 as bus_stop,392 as bus_stop,393 as bus_stop,399 as bus_stop,402 as bus_stop,405 as bus_stop,406 as bus_stop,407 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,412 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,421 as bus_stop,422 as bus_stop,426 as bus_stop]","[36 as bus_stop,40 as bus_stop,104 as bus_stop,246 as bus_stop]"
"37","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","560","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{69.38999999999942,23.69999999999709,0.0}","'Inghilterra'","[243 as wedge]","0","0","[13 as bus_stop,14 as bus_stop,15 as bus_stop,19 as bus_stop,21 as bus_stop,31 as bus_stop,33 as bus_stop,34 as bus_stop,35 as bus_stop,36 as bus_stop,37 as bus_stop,38 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,78 as bus_stop,79 as bus_stop,81 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,95 as bus_stop,96 as bus_stop,97 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,117 as bus_stop,119 as bus_stop,124 as bus_stop,126 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,139 as bus_stop,145 as bus_stop,151 as bus_stop,159 as bus_stop,160 as bus_stop,166 as bus_stop,169 as bus_stop,177 as bus_stop,178 as bus_stop,179 as bus_stop,180 as bus_stop,186 as bus_stop,188 as bus_stop,190 as bus_stop,192 as bus_stop,195 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,224 as bus_stop,237 as bus_stop,238 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,249 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,263 as bus_stop,267 as bus_stop,272 as bus_stop,275 as bus_stop,276 as bus_stop,278 as bus_stop,279 as bus_stop,281 as bus_stop,286 as bus_stop,289 as bus_stop,290 as bus_stop,295 as bus_stop,303 as bus_stop,304 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,311 as bus_stop,316 as bus_stop,317 as bus_stop,318 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,326 as bus_stop,334 as bus_stop,337 as bus_stop,339 as bus_stop,340 as bus_stop,345 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,351 as bus_stop,353 as bus_stop,355 as bus_stop,358 as bus_stop,361 as bus_stop,362 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,376 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,390 as bus_stop,391 as bus_stop,392 as bus_stop,393 as bus_stop,399 as bus_stop,402 as bus_stop,405 as bus_stop,406 as bus_stop,407 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,412 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,421 as bus_stop,422 as bus_stop,426 as bus_stop]","[37 as bus_stop,38 as bus_stop,40 as bus_stop,203 as bus_stop,220 as bus_stop,414 as bus_stop]"
